ep_returns,ep_lens
53.565596830605195,514.2857142857143
86.34757974601649,553.8461538461538
76.14747992835908,423.52941176470586
69.5954651072596,342.85714285714283
80.76491226754426,342.85714285714283
73.32149888071926,300.0
69.0329390245182,266.6666666666667
79.88248456483531,288.0
77.42114855699191,288.0
81.1327220157052,300.0
72.76067234806635,288.0
77.64142695775821,313.04347826086956
86.88719579844503,313.04347826086956
92.75835113076624,327.27272727272725
97.46134722845143,342.85714285714283
115.34631753895928,378.94736842105266
92.85163347229538,313.04347826086956
96.82288002069544,327.27272727272725
93.00928902798442,313.04347826086956
124.18623368162596,400.0
123.0188682662901,400.0
101.46171943278127,327.27272727272725
107.4632508587763,342.85714285714283
127.04785234886052,423.52941176470586
155.8784670313198,553.8461538461538
184.92689872771027,600.0
178.27681356107422,553.8461538461538
149.3776255987001,600.0
126.14412319364155,423.52941176470586
120.34994803524701,378.94736842105266
132.66362227880953,400.0
103.68842362435566,327.27272727272725
114.18576321516414,360.0
127.92510236157943,378.94736842105266
127.77989476820144,378.94736842105266
127.51196224283291,423.52941176470586
141.4087820498344,514.2857142857143
129.71193409666836,450.0
126.18875593888974,378.94736842105266
129.37578433796423,480.0
173.03690142959053,600.0
165.1791984169955,600.0
141.92209937232977,553.8461538461538
178.86389930622295,600.0
171.48581727184478,600.0
163.15190366643063,553.8461538461538
169.15499315023814,600.0
155.62838146832,514.2857142857143
169.75627323745385,553.8461538461538
136.95802982285508,423.52941176470586
137.27288841905096,480.0
147.3165560184006,480.0
143.19940775485196,423.52941176470586
140.49876410728598,378.94736842105266
180.57182813289157,514.2857142857143
184.81007286921238,553.8461538461538
137.4145498333184,423.52941176470586
165.5764932081656,423.52941176470586
157.0139084347973,400.0
111.94832193948609,300.0
139.14690312941553,342.85714285714283
135.37207661018567,342.85714285714283
129.25561619344467,327.27272727272725
124.47398045439516,342.85714285714283
127.44381678851141,327.27272727272725
153.4990712250311,400.0
125.57443226765811,342.85714285714283
174.52117093210168,423.52941176470586
136.52011899043876,378.94736842105266
143.44192612591033,378.94736842105266
155.79185735673641,423.52941176470586
159.8274630323946,423.52941176470586
149.021227502891,360.0
154.44542144165672,360.0
165.68060503923942,450.0
182.1830096023689,553.8461538461538
187.16606288604888,600.0
198.853525439138,600.0
207.3928132281645,600.0
206.9386845567206,553.8461538461538
206.3121996703791,600.0
207.2652973631311,600.0
222.79085793308514,600.0
187.92382670973754,480.0
197.40343283285472,553.8461538461538
210.54366296128313,553.8461538461538
194.69471093438503,600.0
201.14796234408786,480.0
217.00924949463231,480.0
196.86180234438132,450.0
214.1839332280724,480.0
199.15247148100508,514.2857142857143
243.6448795739117,553.8461538461538
245.04594164335606,553.8461538461538
230.36962504404323,514.2857142857143
224.50885848838604,514.2857142857143
291.62730853744284,600.0
273.3982628943104,600.0
246.81534854565132,553.8461538461538
277.572293176699,600.0
265.21044380856165,600.0
270.4279889849445,600.0
272.83353160665797,600.0
269.2331578948445,600.0
282.3854296033457,600.0
286.7005794879066,600.0
273.02883929507084,600.0
274.9174355588098,600.0
292.4572200070387,600.0
296.733143819298,600.0
276.18902874110125,600.0
293.40077283023345,600.0
289.2596991397741,600.0
285.43483977579706,600.0
289.9745076655343,600.0
271.0840668172697,600.0
298.21843871446987,600.0
273.60773209931654,600.0
291.7269963071003,600.0
280.84392521912747,600.0
238.18717524974065,553.8461538461538
294.1342146633503,600.0
300.5644577770195,600.0
302.2903691315901,600.0
286.1296577268701,600.0
295.46154336018515,600.0
298.5932872383408,600.0
263.5416060141341,600.0
296.2378688530495,600.0
289.7778255322583,600.0
306.90123251575193,600.0
299.73669937256574,600.0
294.12400902369455,600.0
289.218827666183,600.0
276.77322503034947,600.0
303.192745574103,600.0
292.3990258005881,600.0
297.3707550293001,600.0
293.90960965221484,600.0
280.79840347917246,600.0
264.37513577079903,553.8461538461538
256.14937105496756,553.8461538461538
243.5476882476575,514.2857142857143
256.579848968947,600.0
266.46138919643573,553.8461538461538
234.8798438717669,514.2857142857143
264.5500938150423,600.0
272.85274231184417,600.0
238.69649082071493,553.8461538461538
252.58722051131818,600.0
253.25166100298128,553.8461538461538
300.60942301076165,600.0
198.618528710587,514.2857142857143
248.41302896525397,600.0
255.9003104858498,553.8461538461538
266.62731657893124,600.0
281.91857278433105,600.0
262.863506598476,553.8461538461538
301.97488728881086,600.0
265.8013403943432,553.8461538461538
284.28942096670494,600.0
298.05787374336336,600.0
303.55696364833756,600.0
307.6108064094407,600.0
312.04668039783,600.0
270.64652084088357,600.0
279.1831051650464,600.0
250.13774346031107,553.8461538461538
279.00135342885966,600.0
292.5859902972446,600.0
295.7619163635934,600.0
297.32426016998073,600.0
311.1419241965902,600.0
299.1460857794752,600.0
306.2045838984578,600.0
302.23801120844456,600.0
306.67454249309253,600.0
293.973751435997,600.0
302.9089404730806,600.0
292.23718903831485,600.0
306.72785404742405,600.0
293.6849098737302,600.0
280.9566011937107,553.8461538461538
273.5936417011375,553.8461538461538
305.14453708943137,600.0
303.37530390321575,600.0
320.5579729553433,600.0
311.4792919117325,600.0
307.8952244176489,600.0
310.5771340815944,600.0
314.03171365833316,600.0
307.8491460216709,600.0
308.87315360151126,600.0
302.5683663177301,600.0
312.41029683814304,600.0
277.32902282059655,553.8461538461538
296.5152134955325,600.0
262.8597242570928,553.8461538461538
266.0430259759712,600.0
307.66177488682075,600.0
282.1141546222258,553.8461538461538
273.6684075126491,553.8461538461538
318.34126270647613,600.0
313.0554489756856,600.0
317.2759587302068,600.0
317.72117960030175,600.0
261.7024374671027,514.2857142857143
316.33170152375374,600.0
315.3847378433787,600.0
311.5564920324033,600.0
300.5545179247193,600.0
273.2750155839854,553.8461538461538
313.11171226709473,600.0
321.45894188457373,600.0
309.8304588096999,600.0
304.481242209524,600.0
300.2700655113845,600.0
311.0577675830198,600.0
307.35000935062084,600.0
310.2005785955733,600.0
316.58534371701967,600.0
300.80372956712364,600.0
281.49285752635274,553.8461538461538
316.1547825413053,600.0
265.89540857738535,553.8461538461538
304.5389972044519,600.0
308.1601898205587,600.0
283.4197087043071,600.0
270.6761017006269,553.8461538461538
267.75602756803534,553.8461538461538
271.21674745201136,553.8461538461538
281.6343546588033,553.8461538461538
264.2310801747578,553.8461538461538
291.3399845645501,553.8461538461538
317.01572438724276,600.0
262.4707729597623,514.2857142857143
309.17149576433144,600.0
314.10795732041066,600.0
320.6512933685503,600.0
317.76948261192865,600.0
296.6987616107821,600.0
318.8821271020616,600.0
285.7330029293769,553.8461538461538
303.5545507428451,600.0
313.269920576878,600.0
288.37598715636886,553.8461538461538
299.2812872340998,600.0
221.01952257216936,480.0
258.2583313142562,553.8461538461538
298.1418689553788,600.0
254.80686638874067,553.8461538461538
299.15230796387635,600.0
299.3650431690072,600.0
318.921983160995,600.0
266.7863466366623,553.8461538461538
276.5493309851636,553.8461538461538
300.31706217775695,600.0
252.58996334471496,514.2857142857143
306.74167784262187,600.0
306.59776227427534,600.0
308.01750681504774,600.0
287.19669715024787,553.8461538461538
256.4131283112606,514.2857142857143
303.7799915607243,600.0
271.8256655551088,553.8461538461538
266.5581823697213,514.2857142857143
287.13905023849145,553.8461538461538
284.9958278544359,553.8461538461538
260.5347339626945,514.2857142857143
287.671442145252,553.8461538461538
305.6270212079916,600.0
258.0253604390329,514.2857142857143
259.5347464020612,514.2857142857143
259.5707689623005,514.2857142857143
309.83558025058915,600.0
312.581582684787,600.0
286.005908051291,553.8461538461538
241.17770319807593,514.2857142857143
278.15663508293903,553.8461538461538
280.6639223199517,553.8461538461538
323.791373769382,600.0
205.92023312134913,450.0
316.98195377434143,600.0
321.45135196629644,600.0
310.93193699529803,600.0
320.7100386377793,600.0
253.05022955930417,514.2857142857143
285.21570968460287,553.8461538461538
265.5383653653177,514.2857142857143
309.5493199357439,600.0
287.665520646642,553.8461538461538
311.84344517393157,600.0
283.6072174953631,553.8461538461538
286.69121195794065,553.8461538461538
325.7505588250245,600.0
275.1087094495126,553.8461538461538
315.1544086242806,600.0
285.22271894632627,553.8461538461538
287.1642852681961,553.8461538461538
325.1047884880451,600.0
291.4375814634538,553.8461538461538
261.14731330328146,514.2857142857143
253.5085723817155,514.2857142857143
303.56628315084623,600.0
285.2622636948347,553.8461538461538
295.43353744486024,553.8461538461538
321.05554642756334,600.0
298.88453073530104,553.8461538461538
270.66345342023624,514.2857142857143
262.7245491833683,514.2857142857143
236.8483551370599,480.0
300.06436972765135,553.8461538461538
239.98761226400032,480.0
267.9830035584308,514.2857142857143
252.10627992841734,514.2857142857143
323.08165051524617,600.0
272.780016154898,514.2857142857143
295.7243274509552,600.0
258.1304281149378,514.2857142857143
250.3420623892811,514.2857142857143
