ep_returns,ep_lens
14.263953545536776,423.52941176470586
11.296541456892692,378.94736842105266
19.385995394359746,480.0
16.693253576161844,360.0
20.183415193254945,378.94736842105266
25.249705740790873,378.94736842105266
26.10312881146218,378.94736842105266
34.79897928006598,450.0
34.630471998141694,400.0
49.55742900625686,480.0
42.47220101738024,400.0
44.11590284670702,400.0
49.40490675789595,423.52941176470586
51.14311301597067,400.0
53.06330088625431,378.94736842105266
61.50758033335613,342.85714285714283
55.0145809260318,327.27272727272725
54.18345505939444,378.94736842105266
55.736298197376485,400.0
65.67410046295554,378.94736842105266
66.16624878472629,378.94736842105266
53.885210071510315,423.52941176470586
61.32602369055613,342.85714285714283
57.270837609058425,400.0
60.17126794159938,313.04347826086956
70.22306678714007,360.0
60.20874969252536,327.27272727272725
57.23059764863103,300.0
62.28792591311038,327.27272727272725
62.54611871172039,378.94736842105266
70.46094474973718,342.85714285714283
71.33793631449419,342.85714285714283
64.47469997500579,313.04347826086956
68.92284690201734,342.85714285714283
67.08914397066306,313.04347826086956
66.17362912123758,360.0
61.154548395559615,378.94736842105266
64.79324391870095,342.85714285714283
61.03948792515808,327.27272727272725
60.288683121067685,360.0
67.44832430808,313.04347826086956
61.83046084566803,360.0
61.26134297374119,327.27272727272725
70.13795381623753,327.27272727272725
66.22755865788919,313.04347826086956
64.96162716890038,400.0
68.32824676142275,342.85714285714283
61.75796966194404,400.0
70.53584968477547,327.27272727272725
73.10637834717633,313.04347826086956
69.09885461634991,327.27272727272725
69.31322918243424,327.27272727272725
71.02280095006951,313.04347826086956
67.06220642802937,378.94736842105266
74.24044027691356,313.04347826086956
70.17956867651593,327.27272727272725
67.83088221794269,378.94736842105266
72.95589275341422,313.04347826086956
76.0175554376355,342.85714285714283
75.58763626644544,327.27272727272725
75.0120499418137,342.85714285714283
72.74725465281026,360.0
67.55204734125068,378.94736842105266
77.283346866221,360.0
73.9377543941761,360.0
79.18329806418608,342.85714285714283
62.23036350429679,423.52941176470586
65.41586680884151,400.0
78.70911858042687,300.0
74.28398955164525,360.0
65.96343605574191,378.94736842105266
73.40621489572631,327.27272727272725
68.38244328885678,327.27272727272725
67.61056459653472,327.27272727272725
65.50285427900651,342.85714285714283
67.04203172725678,378.94736842105266
71.45357417846706,300.0
69.52760140854343,360.0
68.9478193407541,327.27272727272725
63.55886945982987,360.0
66.55119851435447,327.27272727272725
68.28431567912314,342.85714285714283
64.40826729071169,327.27272727272725
68.25853049895046,327.27272727272725
62.6553847267141,327.27272727272725
57.94331026854286,360.0
56.98059180111316,342.85714285714283
57.91086908186444,327.27272727272725
57.917288478408985,327.27272727272725
50.90360202271853,342.85714285714283
60.42680881849155,360.0
60.951131776888296,327.27272727272725
61.08795998395924,327.27272727272725
61.491584740364075,342.85714285714283
59.25523395906358,342.85714285714283
59.619150675461164,360.0
63.56165068020861,360.0
60.21803360511741,342.85714285714283
60.36807091871813,327.27272727272725
61.35803044044839,342.85714285714283
60.513899331766154,342.85714285714283
70.40178278350085,327.27272727272725
67.08428691510957,360.0
69.51394515458857,327.27272727272725
74.95435470952079,342.85714285714283
71.41285755584755,313.04347826086956
69.33102957698601,360.0
72.86692921754762,300.0
68.02584909655432,327.27272727272725
62.642319984810264,378.94736842105266
66.95242666130838,327.27272727272725
66.75804162390114,400.0
71.39349497689605,327.27272727272725
64.9137836435715,378.94736842105266
65.13968145837549,327.27272727272725
58.0631974272267,423.52941176470586
71.0322205892515,300.0
75.42534029928618,342.85714285714283
71.47198393346612,360.0
75.35306739902903,327.27272727272725
73.04797441370191,378.94736842105266
71.03844489809815,313.04347826086956
67.35485320422572,423.52941176470586
73.12954379761655,360.0
73.5014639361709,342.85714285714283
70.52981155945501,342.85714285714283
70.1945495012976,342.85714285714283
69.20679900738234,360.0
70.11879584841716,342.85714285714283
72.2309483370451,342.85714285714283
65.2463652484342,327.27272727272725
64.164105700214,342.85714285714283
71.27939587840203,327.27272727272725
70.61492844515801,342.85714285714283
64.07265360121093,342.85714285714283
66.36347002609334,360.0
67.06311680742311,327.27272727272725
66.39619077914685,360.0
65.36647154135123,342.85714285714283
72.53480932924857,327.27272727272725
61.96895436988813,378.94736842105266
66.61799820476502,360.0
57.71562027643607,400.0
64.60382533911825,327.27272727272725
66.26725330162027,327.27272727272725
74.36264160159772,313.04347826086956
67.7359922007829,342.85714285714283
66.58144750333449,342.85714285714283
68.07841070120229,313.04347826086956
74.68970106580703,313.04347826086956
61.94298344955027,327.27272727272725
60.44756380694199,360.0
54.66679566597024,313.04347826086956
56.8323881050075,342.85714285714283
59.19811766229792,313.04347826086956
53.72887644304965,360.0
59.060324771234285,313.04347826086956
64.91440167336538,400.0
59.94739136316783,313.04347826086956
55.161014543185836,327.27272727272725
62.05804886944516,360.0
58.499120429502604,342.85714285714283
53.41996177019652,327.27272727272725
56.75831502026116,360.0
66.94647017120992,313.04347826086956
52.27267293040824,327.27272727272725
60.03114317170839,327.27272727272725
66.1679758316682,360.0
59.759099605677,342.85714285714283
59.189029362180065,300.0
60.27664499956688,342.85714285714283
56.94391525030253,327.27272727272725
52.50631730397323,342.85714285714283
56.03758547233302,360.0
53.62320277892028,313.04347826086956
54.065211978762534,300.0
57.83688863607339,342.85714285714283
65.64684939518958,342.85714285714283
57.102588887724195,342.85714285714283
62.47265378544485,313.04347826086956
57.29116724689492,327.27272727272725
65.2955432497593,327.27272727272725
63.946461182727255,313.04347826086956
64.28058547724505,360.0
56.63727604779015,327.27272727272725
71.15776545132073,342.85714285714283
59.05458537901084,313.04347826086956
64.01710573124271,360.0
63.21176974101522,327.27272727272725
69.51025195561687,327.27272727272725
75.29947442880949,313.04347826086956
68.44700129711559,327.27272727272725
62.520888995864716,327.27272727272725
61.84217074884936,400.0
64.84356129827714,313.04347826086956
64.24490975088585,342.85714285714283
72.62556562350565,313.04347826086956
64.54417324049412,378.94736842105266
63.77960101010334,342.85714285714283
67.5853990033467,342.85714285714283
65.88499949596685,378.94736842105266
65.94192838423182,342.85714285714283
